crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,status_report
theft,hanthane town,2023-06-09,m,sinhala,23,09:49:00,Rainy,7.267162351,80.63553269,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,711.0,sinhala,Valid
burglary,mulgampola,2023-06-09,m,sinhala,61,19:25:00,Rainy,7.280569326,80.61577082,Non-Holiday,0,General Urban,Welata,LK2130170,21826,257.7,sinhala,Valid
robbery,hanthane road,2023-06-10,f,sinhala,37,11:17:00,Rainy,7.282994791,80.63347578,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,453.1,sinhala,Valid
drugs,watapuluwa,2023-06-10,m,sinhala,35,13:00:00,Rainy,7.319533843,80.64176162,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,51.5,sinhala,Valid
drugs,buwelikada,2023-06-10,f,sinhala,25,17:11:00,Rainy,7.295471264,80.64505411,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,235.1,sinhala,Valid
drugs,ogastawatte,2023-06-10,m,sinhala,40,19:41:00,Rainy,7.291329166,80.63295204,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,333.5,sinhala,Valid
burglary,ampitiya town,2023-06-11,m,sinhala,40,10:03:00,Rainy,7.273283294,80.66096955,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,299.8,sinhala,Valid
burglary,watapuluwa,2023-06-11,m,muslim,46,15:04:00,Rainy,7.316634276,80.64296804,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,331.4,muslim,Valid
vehicle theft,thannekumbura,2023-06-12,m,sinhala,34,12:07:00,Rainy,7.282748345,80.66131587,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,206.1,sinhala,Valid
vehicle theft,lady golden road,2023-06-13,m,sinhala,52,11:21:00,Rainy,7.291584252,80.63375761,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,391.8,sinhala,Valid
drugs,buwelikada,2023-06-14,m,muslim,71,19:54:00,Rainy,7.301192114,80.65357676,Non-Holiday,0,Commercial,Sirimalwatta East,LK2127185,18565,327.4,muslim,Valid
stabbing,galkaduwa junction,2023-06-14,m,sinhala,53,20:03:00,Rainy,7.31005683,80.64031263,Non-Holiday,0,Commercial,Watapuluwa South,LK2130045,21491,232.9,sinhala,Valid
robbery,dutugamunu mawatha,2023-06-15,m,tamil,63,11:18:00,Rainy,7.315538348,80.64614604,Non-Holiday,0,General Urban,Pallegunnepana South,LK2127170,15563,412.3,tamil,Valid
burglary,yatinuwara street,2023-06-15,m,sinhala,39,11:21:00,Rainy,7.296468464,80.6355772,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,66.5,sinhala,Valid
stabbing,peradeniya road,2023-06-15,m,sinhala,69,14:04:00,Rainy,7.281474984,80.62136115,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,162.5,sinhala,Valid
theft,peradeniya road,2023-06-15,m,sinhala,27,16:56:00,Rainy,7.280401531,80.62285766,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,51.3,sinhala,Valid
theft,kandy town,2023-06-16,m,sinhala,50,13:24:00,Rainy,7.291721823,80.63506188,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,516.6,sinhala,Valid
robbery,pathanawatte heerassagala,2023-06-17,f,sinhala,37,13:50:00,Rainy,7.26282534,80.61962517,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,442.0,sinhala,Valid
vehicle theft,provincial education department,2023-06-17,f,sinhala,40,17:25:00,Rainy,7.291126935,80.63243747,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,308.8,sinhala,Valid
burglary,uda peradeniya bowalawatte,2023-06-19,f,sinhala,51,17:32:00,Rainy,7.255242599,80.62467557,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,864.4,sinhala,Valid
drugs,municipal indoor sports complex,2023-06-21,m,sinhala,44,13:34:00,Rainy,7.286062463,80.62718234,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,336.4,sinhala,Valid
burglary,udabowala,2023-06-21,m,sinhala,35,14:27:00,Rainy,7.265353919,80.61607709,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,261.5,sinhala,Valid
burglary,bowalawatte,2023-06-22,m,sinhala,37,08:45:00,Rainy,7.271754189,80.61322734,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,79.7,sinhala,Valid
robbery,sky gate hotel,2023-06-22,m,sinhala,32,18:40:00,Rainy,7.288152759,80.65577503,Non-Holiday,0,Commercial,Thennakumbura,LK2130240,19383,651.1,sinhala,Valid
vehicle theft,nuwarawela ampitiya,2023-06-22,m,sinhala,36,19:50:00,Rainy,7.28833322,80.649823,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,355.8,sinhala,Valid
drugs,rajapihilla road,2023-06-23,m,sinhala,42,15:42:00,Rainy,7.28811462,80.64170127,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,674.6,sinhala,Valid
stabbing,peradeniya kfc,2023-06-23,m,muslim,45,16:31:00,Rainy,7.286112446,80.62350233,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,190.3,muslim,Valid
stabbing,ampitiya town,2023-06-24,f,muslim,36,15:54:00,Rainy,7.272327039,80.66009122,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,420.1,muslim,Valid
burglary,municipal indoor sports complex,2023-06-27,m,sinhala,34,16:20:00,Rainy,7.283422397,80.62728463,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,223.4,sinhala,Valid
stabbing,meekanuwa watarauma,2023-07-01,m,muslim,42,16:02:00,Rainy,7.281089215,80.65378612,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,426.5,muslim,Valid
theft,municipal indoor sports complex,2023-07-02,m,muslim,39,02:35:00,Rainy,7.284266763,80.62373476,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,218.3,muslim,Valid
burglary,hewaheta,2023-07-02,m,sinhala,47,11:49:00,Rainy,7.11218656,80.76149016,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,6773.1,sinhala,Valid
theft,train station,2023-07-03,f,sinhala,49,15:58:00,Rainy,7.289446815,80.63350498,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,217.0,sinhala,Valid
drugs,yatinuwara lane,2023-07-05,m,sinhala,36,21:28:00,Rainy,7.295042665,80.63451924,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,237.1,sinhala,Valid
vehicle theft,ampitiya town,2023-07-05,m,sinhala,53,21:32:00,Rainy,7.271357484,80.65845536,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,491.2,sinhala,Valid
robbery,hanthane road,2023-07-06,m,sinhala,46,08:29:00,Rainy,7.282322018,80.63203376,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,278.9,sinhala,Valid
drugs,common market complex,2023-07-06,f,muslim,37,15:50:00,Rainy,7.290627526,80.63407772,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,361.5,muslim,Valid
burglary,buwelikada,2023-07-06,m,tamil,51,17:56:00,Rainy,7.298359229,80.6524305,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,400.4,tamil,Valid
theft,gurudeniya,2023-07-06,m,sinhala,39,18:51:00,Rainy,7.266602011,80.69153678,Non-Holiday,0,General Urban,Kundasale North,LK2127355,10716,835.6,sinhala,Valid
burglary,hanthane town,2023-07-08,m,sinhala,47,17:37:00,Rainy,7.26893588,80.63363009,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,541.1,sinhala,Valid
drugs,colombo street,2023-07-12,m,sinhala,54,08:31:00,Cloudy,7.29464228,80.63508184,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,229.8,sinhala,Valid
burglary,lewella town,2023-07-13,m,sinhala,32,17:02:00,Rainy,7.299452992,80.65181216,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,482.1,sinhala,Valid
theft,yatinuwara street,2023-07-14,m,sinhala,20,17:12:00,Rainy,7.295657771,80.6364879,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,89.5,sinhala,Valid
stabbing,pattiyakale watte,2023-07-15,m,muslim,51,15:21:00,Rainy,7.290386047,80.63259017,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,315.4,muslim,Valid
burglary,pitakanda kanaththa,2023-07-16,m,sinhala,32,16:36:00,Rainy,7.095793777,80.53178604,Non-Holiday,0,General Urban,Pitakanda,LK2154140,16712,906.4,sinhala,Valid
drugs,urawela junction,2023-07-18,m,sinhala,56,18:13:00,Rainy,7.288637172,80.63501059,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,255.7,sinhala,Valid
theft,sky gate hotel,2023-07-20,m,sinhala,35,10:06:00,Rainy,7.284492525,80.65786484,Non-Holiday,0,Commercial,Thennakumbura,LK2130240,19383,235.6,sinhala,Valid
theft,gurudeniya,2023-07-20,m,sinhala,44,19:15:00,Rainy,7.266338764,80.69084502,Non-Holiday,0,General Urban,Gurudeniya Dambawela,LK2130285,5635,759.1,sinhala,Valid
burglary,hanthane town,2023-07-20,m,sinhala,68,20:46:00,Rainy,7.268961489,80.63535093,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,510.3,sinhala,Valid
theft,aniwatte,2023-07-21,f,sinhala,50,21:49:00,Rainy,7.291998708,80.6224229,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,446.2,sinhala,Valid
burglary,bogambara,2023-07-23,m,sinhala,51,12:26:00,Rainy,7.288557713,80.63751364,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,514.5,sinhala,Valid
burglary,hanthane town,2023-07-23,m,sinhala,41,13:42:00,Rainy,7.266423824,80.63466821,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,794.3,sinhala,Valid
drugs,kotugodalla street,2023-07-24,f,sinhala,40,18:52:00,Rainy,7.294648073,80.63537824,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,213.8,sinhala,Valid
drugs,bogambara prison,2023-07-25,m,sinhala,42,03:33:00,Rainy,7.291616966,80.63391737,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,405.8,sinhala,Valid
theft,goerge.e. silva lane,2023-07-25,f,sinhala,46,20:07:00,Rainy,7.28973321,80.63514332,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,340.5,sinhala,Valid
burglary,hanthane town,2023-07-27,f,sinhala,54,15:54:00,Rainy,7.269487686,80.63705035,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,495.7,sinhala,Valid
burglary,peradeniya road,2023-07-28,f,muslim,41,15:24:00,Rainy,7.282802445,80.62023572,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,334.9,muslim,Valid
drugs,udabowala,2023-07-28,f,sinhala,22,16:40:00,Rainy,7.266389929,80.61400994,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,246.5,sinhala,Valid
burglary,thannekumbura,2023-07-29,m,tamil,70,10:43:00,Rainy,7.284044488,80.66277915,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,312.7,tamil,Valid
theft,dalada maligawa,2023-07-30,f,sinhala,48,14:42:00,Rainy,7.294857749,80.64259147,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,163.8,sinhala,Valid
theft,hanthane town,2023-07-30,m,sinhala,64,15:46:00,Rainy,7.266393424,80.63600908,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,800.6,sinhala,Valid
stabbing,yatinuwara street,2023-08-01,m,sinhala,49,16:39:00,Rainy,7.293950913,80.6351755,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,293.9,sinhala,Valid
burglary,ampitiya town,2023-08-02,m,sinhala,15,10:32:00,Cloudy,7.271047291,80.65923538,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,522.1,sinhala,Valid
stabbing,lake round,2023-08-02,f,sinhala,51,16:06:00,Cloudy,7.291899581,80.63476613,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,480.7,sinhala,Valid
robbery,yatinuwara street,2023-08-02,m,sinhala,39,16:24:00,Cloudy,7.29708579,80.63656194,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,87.2,sinhala,Valid
burglary,ogastawatte,2023-08-03,m,sinhala,68,19:45:00,Rainy,7.292181195,80.63426845,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,418.9,sinhala,Valid
robbery,train station,2023-08-04,m,sinhala,23,10:13:00,Rainy,7.288878953,80.63310967,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,146.3,sinhala,Valid
drugs,buwelikada,2023-08-04,f,sinhala,56,16:03:00,Rainy,7.298143315,80.65207144,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,359.4,sinhala,Valid
burglary,central market,2023-08-04,f,sinhala,28,22:38:00,Rainy,7.29383104,80.63388429,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,365.5,sinhala,Valid
drugs,mada bowala angampitiya,2023-08-05,f,sinhala,30,17:02:00,Rainy,7.273495529,80.61012799,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,388.2,sinhala,Valid
drugs,dalada maligawa,2023-08-07,m,sinhala,30,16:22:00,Cloudy,7.292434333,80.64325749,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,164.7,sinhala,Valid
theft,colombo street,2023-08-07,m,muslim,51,21:49:00,Cloudy,7.294008408,80.63785865,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,324.3,muslim,Valid
robbery,yatinuwara street,2023-08-09,m,sinhala,35,10:00:00,Rainy,7.296723439,80.63446506,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,192.1,sinhala,Valid
drugs,primrose gardens,2023-08-09,m,sinhala,49,16:34:00,Rainy,7.277525141,80.61021902,Non-Holiday,0,Commercial,Welata,LK2130170,21826,473.6,sinhala,Valid
theft,dalada maligawa,2023-08-10,f,sinhala,50,17:13:00,Rainy,7.29542798,80.64304229,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,188.5,sinhala,Valid
theft,thalathuoya road,2023-08-10,m,sinhala,17,20:46:00,Rainy,7.248797796,80.683706,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,366.6,sinhala,Valid
theft,peradeniya road,2023-08-12,m,sinhala,33,13:11:00,Rainy,7.280871632,80.61928737,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,374.5,sinhala,Valid
theft,hewaheta,2023-08-12,m,sinhala,31,17:28:00,Rainy,7.110514599,80.76317388,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,7018.7,sinhala,Valid
theft,nuwarawela ampitiya,2023-08-13,m,sinhala,29,17:47:00,Rainy,7.286055684,80.6489107,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,191.4,sinhala,Valid
robbery,watapuluwa,2023-08-13,m,sinhala,32,18:03:00,Rainy,7.317185706,80.64393843,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,355.2,sinhala,Valid
robbery,colombo street,2023-08-13,f,sinhala,27,20:30:00,Rainy,7.295503963,80.63704304,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,138.1,sinhala,Valid
theft,rajapihilla road,2023-08-14,m,muslim,47,14:02:00,Cloudy,7.288126461,80.6416818,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,674.1,muslim,Valid
burglary,municipal indoor sports complex,2023-08-17,f,sinhala,61,14:00:00,Cloudy,7.285755185,80.6243566,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,264.3,sinhala,Valid
robbery,yatinuwara street,2023-08-17,m,sinhala,41,15:05:00,Cloudy,7.294803926,80.63685905,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,192.9,sinhala,Valid
theft,ampitiya town,2023-08-21,m,tamil,27,02:05:00,Rainy,7.273496378,80.65992866,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,412.4,tamil,Valid
drugs,polgolla,2023-08-21,m,sinhala,47,20:38:00,Rainy,7.315523314,80.65345638,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,139.6,sinhala,Valid
stabbing,dangolla,2023-08-22,m,sinhala,52,08:06:00,Rainy,7.267328272,80.61021669,Non-Holiday,0,Residential,Bowala,LK2130205,2430,514.3,sinhala,Valid
robbery,bus stand,2023-08-22,m,sinhala,31,19:01:00,Rainy,7.299105849,80.63623065,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,300.9,sinhala,Valid
drugs,hanthane town,2023-08-24,f,sinhala,53,14:42:00,Cloudy,7.269636011,80.63663849,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,463.2,sinhala,Valid
burglary,ogastawatte,2023-08-25,m,sinhala,76,11:57:00,Rainy,7.289745481,80.63201784,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,262.8,sinhala,Valid
burglary,poornawatte,2023-08-27,m,sinhala,57,11:21:00,Rainy,7.311156506,80.62925778,Non-Holiday,0,General Urban,Mapanawathura,LK2130070,12324,75.4,sinhala,Valid
stabbing,rajapihilla road,2023-08-28,m,sinhala,29,10:29:00,Rainy,7.286919596,80.64116477,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,756.4,sinhala,Valid
drugs,rajapihilla,2023-08-29,foreign couple,tamil,78,09:39:00,Rainy,7.285929783,80.63890612,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,681.3,tamil,Valid
drugs,police station,2023-08-30,f,sinhala,50,12:27:00,Rainy,7.291522267,80.63287426,Nikini Full Moon Poya Day,1,Commercial,Ihala Katukele,LK2130115,6925,313.4,sinhala,Valid
vehicle theft,katukale,2023-08-31,m,sinhala,33,18:24:00,Rainy,7.289045161,80.62555911,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,420.5,sinhala,Valid
robbery,mulgampola,2023-09-03,m,sinhala,46,14:54:00,Rainy,7.278719263,80.61492761,Non-Holiday,0,General Urban,Welata,LK2130170,21826,65.5,sinhala,Valid
drugs,central market,2023-09-05,f,sinhala,30,17:38:00,Rainy,7.293455582,80.63528959,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,341.8,sinhala,Valid
stabbing,rajapihilla road,2023-09-07,foreign couple,sinhala,49,09:02:00,Rainy,7.287374081,80.64199707,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,733.9,sinhala,Valid
drugs,dharmasena lane,2023-09-07,m,sinhala,42,09:33:00,Rainy,7.269376845,80.59296308,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,318.5,sinhala,Valid
burglary,peradeniya road,2023-09-08,m,sinhala,43,13:19:00,Rainy,7.281342268,80.62242364,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,63.8,sinhala,Valid
burglary,kandy city centre,2023-09-08,m,sinhala,41,15:08:00,Rainy,7.293524587,80.63544098,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,329.9,sinhala,Valid
theft,william gopallawa lane,2023-09-09,m,sinhala,41,08:14:00,Rainy,7.291430426,80.63347438,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,373.4,sinhala,Valid
burglary,dalada maligawa,2023-09-09,m,sinhala,42,14:20:00,Rainy,7.295226913,80.64005273,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,428.2,sinhala,Valid
stabbing,yatinuwara street,2023-09-09,m,sinhala,34,17:37:00,Rainy,7.294660485,80.63399584,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,308.7,sinhala,Valid
vehicle theft,thannekumbura,2023-09-10,m,sinhala,66,13:15:00,Rainy,7.281692134,80.66292448,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,417.5,sinhala,Valid
stabbing,malwatte,2023-09-10,m,muslim,30,18:16:00,Rainy,7.275692297,80.64259611,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,142.2,muslim,Valid
drugs,bus stand,2023-09-11,m,sinhala,54,19:43:00,Rainy,7.253088515,80.59127971,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,461.4,sinhala,Valid
stabbing,katukale,2023-09-11,f,sinhala,57,22:06:00,Rainy,7.288643152,80.62731682,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,221.6,sinhala,Valid
theft,dalada maligawa,2023-09-11,m,muslim,32,22:12:00,Rainy,7.293651804,80.64105457,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,290.4,muslim,Valid
burglary,yatinuwara street,2023-09-13,m,sinhala,39,08:39:00,Rainy,7.29374664,80.63452897,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,346.6,sinhala,Valid
burglary,heerassagala junction,2023-09-14,m,sinhala,62,12:22:00,Rainy,7.277154212,80.61955163,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,491.0,sinhala,Valid
theft,katugasthota road,2023-09-15,m,muslim,39,13:31:00,Cloudy,7.314331278,80.63424515,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,289.6,muslim,Valid
burglary,william gopallawa lane,2023-09-15,m,sinhala,33,22:34:00,Cloudy,7.2911284,80.63388164,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,408.4,sinhala,Valid
stabbing,bogambara prison,2023-09-16,m,sinhala,34,07:57:00,Rainy,7.289157008,80.63486434,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,274.5,sinhala,Valid
burglary,colombo street,2023-09-16,f,sinhala,50,15:08:00,Rainy,7.293832402,80.63794572,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,345.9,sinhala,Valid
burglary,central market,2023-09-16,f,sinhala,35,21:32:00,Rainy,7.290715489,80.63388916,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,364.3,sinhala,Valid
theft,nuwarawela ampitiya,2023-09-19,m,sinhala,43,09:02:00,Rainy,7.284736633,80.65018307,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,55.8,sinhala,Valid
theft,hanthane town,2023-09-19,m,sinhala,44,12:46:00,Rainy,7.268955441,80.63675826,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,539.0,sinhala,Valid
burglary,wattegama,2023-09-20,f,sinhala,50,12:23:00,Rainy,7.349313808,80.68631351,Non-Holiday,0,General Urban,Wattegama North,LK2112075,21578,475.6,sinhala,Valid
burglary,watapuluwa,2023-09-23,m,tamil,41,15:32:00,Rainy,7.315653289,80.64410614,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,492.0,tamil,Valid
drugs,kandy hospital,2023-09-23,m,sinhala,37,15:40:00,Rainy,7.286192663,80.63241734,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,164.5,sinhala,Valid
burglary,bus stand,2023-09-24,m,sinhala,59,07:58:00,Rainy,7.30247049,80.63506574,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,132.0,sinhala,Valid
theft,highschool,2023-09-24,foreign couple,sinhala,53,08:17:00,Rainy,7.291744571,80.63372215,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,380.2,sinhala,Valid
theft,amaya hotel,2023-09-24,m,sinhala,44,09:40:00,Rainy,7.274318539,80.61102835,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,397.2,sinhala,Valid
burglary,d.s senanayake lane,2023-09-24,m,sinhala,46,14:08:00,Rainy,7.297933339,80.63704744,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,195.6,sinhala,Valid
stabbing,dharmasena lane,2023-09-27,m,sinhala,45,11:41:00,Rainy,7.272235793,80.58956784,Non-Holiday,0,General Urban,Kendakaduwa,LK2136410,9219,73.9,sinhala,Valid
burglary,ampitiya town,2023-09-27,m,sinhala,56,14:01:00,Rainy,7.27197758,80.65948092,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,496.9,sinhala,Valid
theft,nagasthanne,2023-09-27,m,sinhala,41,18:34:00,Rainy,7.281210662,80.63146649,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,212.5,sinhala,Valid
burglary,colombo street,2023-10-01,m,sinhala,72,12:16:00,Rainy,7.294100318,80.63740771,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,289.6,sinhala,Valid
theft,peradeniya road,2023-10-01,m,sinhala,73,15:34:00,Rainy,7.28303608,80.62203215,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,245.2,sinhala,Valid
burglary,bus stand,2023-10-02,m,sinhala,30,07:36:00,Rainy,7.288251347,80.63513584,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,252.0,sinhala,Valid
theft,sky gate hotel,2023-10-02,m,sinhala,29,16:55:00,Rainy,7.286063064,80.65478576,Non-Holiday,0,Commercial,Ampitiya North,LK2130230,926,492.6,sinhala,Valid
burglary,d.s senanayake lane,2023-10-03,f,sinhala,46,12:14:00,Rainy,7.29871822,80.63563179,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,264.6,sinhala,Valid
