crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
vehicle theft,KCC,25.05.2023,M,Sinhala,31,15:32,Rainy,7.293577286,80.63786774,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,365.2
theft,peradeniya road,25.05.2023,M,sinhala,29,17:32,Rainy,7.2803138,80.62018042,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,281.8
burglary,Municipal indoor sports complex,27.05.2023,M,Sinhala,39,19:25,Rainy,7.283957394,80.62630893,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,195.4
theft,polgolla,28.05.2023,M,Sinhala,29,11:39,Rainy,7.317293283,80.65407444,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,347.6
robbery,bus stand,29.05.2023,F,Sinhala,64,12:35,Rainy,7.302783001,80.63717685,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,194.3
burglary,Municipal indoor sports complex,29.05.2023,F,Sinhala,40,15:13,Rainy,7.283163415,80.62444499,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,152.1
burglary,yatinuwara street,30.05.2023,M,Sinhala,37,11:06,Rainy,7.29670502,80.63608903,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,35.2
burglary,dharmapala road lewella,30.05.2023,M,Sinhala,69,15:10,Rainy,7.297622568,80.64983016,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,265.2
robbery,katugasthota road,30.05.2023,F,Muslim,42,16:26,Rainy,7.313511484,80.63387414,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,195.1
vehicle theft,paradeniya road,30.05.2023,F,Sinhala,38,18:19,Rainy,7.280933528,80.62046717,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,244.6
drugs,lakeround,04.06.2023,M,Sinhala,30,11:19,Rainy,7.290241384,80.63374957,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,309.4
stabbing,dharmasena lane,04.06.2023,M,Sinhala,44,18:17,Rainy,7.271286266,80.59288098,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,145.6
stabbing,mada bowala angampitiya,04.06.2023,M,Sinhala,53,21:10,Rainy,7.270034628,80.61243423,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,134.4
burglary,suduhumpola,05.06.2023,M,Sinhala,50,10:32,Rainy,7.282654024,80.62609733,Day Following Vesak Full Moon Poya Day,TRUE,General Urban,Suduhumpala East,LK2130160,18807,67.2
burglary,dodamwela bridge,05.06.2023,F,Sinhala,40,18:07,Rainy,7.288814914,80.60825858,Day Following Vesak Full Moon Poya Day,TRUE,General Urban,Haloluwa,LK2133410,5808,481.6
robbery,suduhumpola,07.06.2023,F,Sinhala,28,15:17,Rainy,7.28224815,80.62681556,Non-Holiday,FALSE,General Urban,Suduhumpala East,LK2130160,18807,138.7
vehicle theft,train station,08.06.2023,M,Muslim,55,14:23,Rainy,7.290246775,80.63425703,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,330.2
stabbing,lewella bangalaawatte,08.06.2023,M,Sinhala,30,16:14,Rainy,7.298754596,80.65215302,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,423.8
theft,heerassagala,08.06.2023,M,tamil ,55,18:27,Rainy,7.263734268,80.61767594,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,485.3
theft,hanthane,09.06.2023,M,Sinhala,23,9:49,Rainy,7.267162351,80.63553269,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,711
burglary,mulgampola,09.06.2023,M,Sinhala,61,19:25,Rainy,7.280569326,80.61577082,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,257.7
robbery,hanthane road,10.06.2023,F,Sinhala,37,11:17,Rainy,7.282994791,80.63347578,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,453.1
drugs,watapuluwa,10.06.2023,M,Sinhala,35,13:00,Rainy,7.319533843,80.64176162,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,51.5
drugs,boowelikada,10.06.2023,F,Sinhala,25,17:11,Rainy,7.295471264,80.64505411,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,235.1
drugs,ogastawatte,10.06.2023,M,Sinhala,40,19:41,Rainy,7.291329166,80.63295204,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,333.5
burglary,ampitiya,11.06.2023,M,Sinhala,40,10:03,Rainy,7.273283294,80.66096955,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,299.8
burglary,watapuluwa,11.06.2023,M,Muslim,46,15:04,Rainy,7.316634276,80.64296804,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,331.4
vehicle theft,thannekumbura,12.06.2023,M,Sinhala,34,12:07,Rainy,7.282748345,80.66131587,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,206.1
vehicle theft,Lady golden road,13.06.2023,M,Sinhala,52,11:21,Rainy,7.291584252,80.63375761,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,391.8
drugs,buwelikada junction,14.06.2023,M,muslim,71,19:54,Rainy,7.301192114,80.65357676,Non-Holiday,FALSE,Commercial,Sirimalwatta East,LK2127185,18565,327.4
stabbing,galkaduwa junction,14.06.2023,M,Sinhala,53,20:03,Rainy,7.31005683,80.64031263,Non-Holiday,FALSE,Commercial,Watapuluwa South,LK2130045,21491,232.9
robbery,dutugamunu mawatha,15.06.2023,M,tamil ,63,11:18,Rainy,7.315538348,80.64614604,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,412.3
burglary,yatinuwara street,15.06.2023,M,Sinhala,39,11:21,Rainy,7.296468464,80.6355772,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,66.5
stabbing,peradeniya road,15.06.2023,M,Sinhala,69,14:04,Rainy,7.281474984,80.62136115,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,162.5
theft,paradeniya road,15.06.2023,M,Sinhala,27,16:56,Rainy,7.280401531,80.62285766,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,51.3
theft,kandy,16.06.2023,M,Sinhala,50,13:24,Rainy,7.291721823,80.63506188,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,516.6
robbery,pathanawatte heerassagala,17.06.2023,F,Sinhala,37,13:50,Rainy,7.26282534,80.61962517,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,442
vehicle theft,provincial education department,17.06.2023,F,Sinhala,40,17:25,Rainy,7.291126935,80.63243747,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,308.8
burglary,uda peradeniya bowalawatte,19.06.2023,F,Sinhala,51,17:32,Rainy,7.255242599,80.62467557,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,864.4
drugs,Municipal indoor sports complex,21.06.2023,M,Sinhala,44,13:34,Rainy,7.286062463,80.62718234,Non-Holiday,FALSE,Commercial,Deiyannewela,LK2130150,3143,336.4
burglary,udabowala,21.06.2023,M,Sinhala,35,14:27,Rainy,7.265353919,80.61607709,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,261.5
burglary,bowala,22.06.2023,M,Sinhala,37,8:45,Rainy,7.271754189,80.61322734,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,79.7
robbery,sky gate hotel,22.06.2023,M,Sinhala,32,18:40,Rainy,7.288152759,80.65577503,Non-Holiday,FALSE,Commercial,Thennakumbura,LK2130240,19383,651.1
vehicle theft,nuwarawela ampitiya,22.06.2023,M,Sinhala,36,19:50,Rainy,7.28833322,80.649823,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,355.8
drugs,rajapihilla lane,23.06.2023,M,Sinhala,42,15:42,Rainy,7.28811462,80.64170127,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,674.6
stabbing,peradeniya KFC,23.06.2023,M,muslim,45,16:31,Rainy,7.286112446,80.62350233,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,190.3
stabbing,ampitiya,24.06.2023,F,Muslim,36,15:54,Rainy,7.272327039,80.66009122,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,420.1
burglary,Municipal indoor sports complex,27.06.2023,M,Sinhala,34,16:20,Rainy,7.283422397,80.62728463,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,223.4
stabbing,meekanuwa watarauma ,01.07.2023,M,muslim,42,16:02,Rainy,7.281089215,80.65378612,Non-Holiday,FALSE,General Urban,Ampitiya Udagama North,LK2130235,931,426.5
theft,Municipal indoor sports complex,02.07.2023,M,muslim,39,2:35,Rainy,7.284266763,80.62373476,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,218.3
burglary,hewaheta,02.07.2023,M,Sinhala,47,11:49,Rainy,7.11218656,80.76149016,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6773.1
theft,train station,03.07.2023,F,Sinhala,49,15:58,Rainy,7.289446815,80.63350498,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,217
drugs,yatinuwara lane,05.07.2023,M,Sinhala,36,21:28,Rainy,7.295042665,80.63451924,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,237.1
vehicle theft,ampitiya,05.07.2023,M,Sinhala,53,21:32,Rainy,7.271357484,80.65845536,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,491.2
robbery,hanthane road,06.07.2023,M,Sinhala,46,8:29,Rainy,7.282322018,80.63203376,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,278.9
drugs,common market complex,06.07.2023,F,Muslim,37,15:50,Rainy,7.290627526,80.63407772,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,361.5
burglary,buwelikada junction,06.07.2023,M,tamil ,51,17:56,Rainy,7.298359229,80.6524305,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,400.4
theft,gurudeniya,06.07.2023,M,Sinhala,39,18:51,Rainy,7.266602011,80.69153678,Non-Holiday,FALSE,General Urban,Kundasale North,LK2127355,10716,835.6
burglary,hanthane,08.07.2023,M,Sinhala,47,17:37,Rainy,7.26893588,80.63363009,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,541.1
drugs,colombo street ,12.07.2023,M,Sinhala,54,8:31,Cloudy,7.29464228,80.63508184,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,229.8
burglary,lewella,13.07.2023,M,Sinhala,32,17:02,Rainy,7.299452992,80.65181216,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,482.1
theft,yatinuwara street,14.07.2023,M,Sinhala,20,17:12,Rainy,7.295657771,80.6364879,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,89.5
stabbing,pattiyakale watte,15.07.2023,M,muslim,51,15:21,Rainy,7.290386047,80.63259017,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,315.4
burglary,pitakanda kanaththa,16.07.2023,M,Sinhala,32,16:36,Rainy,7.095793777,80.53178604,Non-Holiday,FALSE,General Urban,Pitakanda,LK2154140,16712,906.4
drugs,urawela junction,18.07.2023,M,Sinhala,56,18:13,Rainy,7.288637172,80.63501059,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,255.7
theft,sky gate hotel,20.07.2023,M,Sinhala,35,10:06,Rainy,7.284492525,80.65786484,Non-Holiday,FALSE,Commercial,Thennakumbura,LK2130240,19383,235.6
theft,gurudeniya,20.07.2023,M,Sinhala,44,19:15,Rainy,7.266338764,80.69084502,Non-Holiday,FALSE,General Urban,Gurudeniya Dambawela,LK2130285,5635,759.1
burglary,hanthane,20.07.2023,M,Sinhala,68,20:46,Rainy,7.268961489,80.63535093,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,510.3
theft,aniwatte,21.07.2023,F,sinhala,50,21:49,Rainy,7.291998708,80.6224229,Non-Holiday,FALSE,General Urban,Aniwatta East,LK2130100,1107,446.2
burglary,bogambara,23.07.2023,M,Sinhala,51,12:26,Rainy,7.288557713,80.63751364,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,514.5
burglary,hanthane,23.07.2023,M,Sinhala,41,13:42,Rainy,7.266423824,80.63466821,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,794.3
drugs,kotugodalla street,24.07.2023,F,Sinhala,40,18:52,Rainy,7.294648073,80.63537824,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,213.8
drugs,bogambara prison,25.07.2023,M,Sinhala,42,3:33,Rainy,7.291616966,80.63391737,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,405.8
theft,goerge.E. silva lane,25.07.2023,F,Sinhala,46,20:07,Rainy,7.28973321,80.63514332,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,340.5
burglary,hanthane,27.07.2023,F,Sinhala,54,15:54,Rainy,7.269487686,80.63705035,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,495.7
burglary,old peradeniya road,28.07.2023,F,Muslim,41,15:24,Rainy,7.282802445,80.62023572,Non-Holiday,FALSE,General Urban,Katukele West,LK2130105,8913,334.9
drugs,udabowala,28.07.2023,F,Sinhala,22,16:40,Rainy,7.266389929,80.61400994,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,246.5
burglary,thannekumbura,29.07.2023,M,tamil ,70,10:43,Rainy,7.284044488,80.66277915,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,312.7
theft,maligawa,30.07.2023,F,Sinhala,48,14:42,Rainy,7.294857749,80.64259147,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,163.8
theft,hanthane,30.07.2023,M,Sinhala,64,15:46,Rainy,7.266393424,80.63600908,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,800.6
stabbing,yatinuwara street,01.08.2023,M,Sinhala,49,16:39,Rainy,7.293950913,80.6351755,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,293.9
burglary,ampitiya,02.08.2023,M,Sinhala,15,10:32,Cloudy,7.271047291,80.65923538,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,522.1
stabbing,lakeround,02.08.2023,F,Sinhala,51,16:06,Cloudy,7.291899581,80.63476613,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,480.7
robbery,yatinuwara street,02.08.2023,M,Sinhala,39,16:24,Cloudy,7.29708579,80.63656194,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,87.2
burglary,ogastawatte,03.08.2023,M,sinhala,68,19:45,Rainy,7.292181195,80.63426845,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,418.9
robbery,train station,04.08.2023,M,sinhala,23,10:13,Rainy,7.288878953,80.63310967,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,146.3
drugs,buwelikada junction,04.08.2023,F,Sinhala,56,16:03,Rainy,7.298143315,80.65207144,Non-Holiday,FALSE,Commercial,Thalwatta,LK2130130,19105,359.4
burglary,central market,04.08.2023,F,sinhala,28,22:38,Rainy,7.29383104,80.63388429,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,365.5
drugs,mada bowala angampitiya,05.08.2023,F,Sinhala,30,17:02,Rainy,7.273495529,80.61012799,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,388.2
drugs,dalada maligawa,07.08.2023,M,sinhala,30,16:22,Cloudy,7.292434333,80.64325749,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,164.7
theft,colombo street ,07.08.2023,M,Muslim,51,21:49,Cloudy,7.294008408,80.63785865,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,324.3
robbery,yatinuwara street,09.08.2023,M,sinhala,35,10:00,Rainy,7.296723439,80.63446506,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,192.1
drugs,Primrose gardens,09.08.2023,M,Sinhala,49,16:34,Rainy,7.277525141,80.61021902,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,473.6
theft,maligawa,10.08.2023,F,Sinhala,50,17:13,Rainy,7.29542798,80.64304229,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,188.5
theft,thalaathuoya road,10.08.2023,M,Sinhala,17,20:46,Rainy,7.248797796,80.683706,Non-Holiday,FALSE,General Urban,Batagalla,LK2145100,1785,366.6
theft,peradeniya road,12.08.2023,M,Sinhala,33,13:11,Rainy,7.280871632,80.61928737,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,374.5
theft,hewaheta,12.08.2023,M,Sinhala,31,17:28,Rainy,7.110514599,80.76317388,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,7018.7
theft,nuwarawela ampitiya,13.08.2023,M,Sinhala,29,17:47,Rainy,7.286055684,80.6489107,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,191.4
robbery,watapuluwa,13.08.2023,M,Sinhala,32,18:03,Rainy,7.317185706,80.64393843,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,355.2
robbery,colombo street ,13.08.2023,F,Sinhala,27,20:30,Rainy,7.295503963,80.63704304,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,138.1
theft,rajapihilla road,14.08.2023,M,Muslim,47,14:02,Cloudy,7.288126461,80.6416818,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,674.1
burglary,Municipal indoor sports complex,17.08.2023,F,Sinhala,61,14:00,Cloudy,7.285755185,80.6243566,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,264.3
robbery,yatinuwara street,17.08.2023,M,Sinhala,41,15:05,Cloudy,7.294803926,80.63685905,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,192.9
theft,ampitiya,21.08.2023,M,tamil ,27,2:05,Rainy,7.273496378,80.65992866,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,412.4
drugs,polgolla,21.08.2023,M,sinhala,47,20:38,Rainy,7.315523314,80.65345638,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,139.6
stabbing,dangolla,22.08.2023,M,Sinhala,52,8:06,Rainy,7.267328272,80.61021669,Non-Holiday,FALSE,Residential,Bowala,LK2130205,2430,514.3
robbery,bus stand,22.08.2023,M,Sinhala,31,19:01,Rainy,7.299105849,80.63623065,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,300.9
drugs,hanthane,24.08.2023,F,Sinhala,53,14:42,Cloudy,7.269636011,80.63663849,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,463.2
burglary,ogastawatte,25.08.2023,M,Sinhala,76,11:57,Rainy,7.289745481,80.63201784,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,262.8
burglary,poornawatte,27.08.2023,M,Sinhala,57,11:21,Rainy,7.311156506,80.62925778,Non-Holiday,FALSE,General Urban,Mapanawathura,LK2130070,12324,75.4
stabbing,rajapihilla road,28.08.2023,M,Sinhala,29,10:29,Rainy,7.286919596,80.64116477,Non-Holiday,FALSE,General Urban,Ampitiya South,LK2130225,929,756.4
drugs,rajapihilla junction,29.08.2023,foreign couple,tamil ,78,9:39,Rainy,7.285929783,80.63890612,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,681.3
drugs,Police Station - Kandy,30.08.2023,F,Sinhala,50,12:27,Rainy,7.291522267,80.63287426,Nikini Full Moon Poya Day,TRUE,Commercial,Ihala Katukele,LK2130115,6925,313.4
vehicle theft,katukale,31.08.2023,M,Sinhala,33,18:24,Rainy,7.289045161,80.62555911,Non-Holiday,FALSE,General Urban,Deiyannewela,LK2130150,3143,420.5
robbery,mulgampola,03.09.2023,M,Sinhala,46,14:54,Rainy,7.278719263,80.61492761,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,65.5
drugs,central market,05.09.2023,F,Sinhala,30,17:38,Rainy,7.293455582,80.63528959,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,341.8
stabbing,rajapihilla road,07.09.2023,foreign couple,sinhala,49,9:02,Rainy,7.287374081,80.64199707,Non-Holiday,FALSE,General Urban,Ampitiya South,LK2130225,929,733.9
drugs,dharmasena lane,07.09.2023,M,Sinhala,42,9:33,Rainy,7.269376845,80.59296308,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,318.5
burglary,peradeniya road,08.09.2023,M,Sinhala,43,13:19,Rainy,7.281342268,80.62242364,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,63.8
burglary,KCC,08.09.2023,M,Sinhala,41,15:08,Rainy,7.293524587,80.63544098,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,329.9
theft,william gopallawa lane,09.09.2023,M,sinhala,41,8:14,Rainy,7.291430426,80.63347438,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,373.4
burglary,maligawa,09.09.2023,M,Sinhala,42,14:20,Rainy,7.295226913,80.64005273,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,428.2
stabbing,yatinuwara street,09.09.2023,M,Sinhala,34,17:37,Rainy,7.294660485,80.63399584,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,308.7
vehicle theft,thannekumbura,10.09.2023,M,Sinhala,66,13:15,Rainy,7.281692134,80.66292448,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,417.5
stabbing,malwatte,10.09.2023,M,muslim,30,18:16,Rainy,7.275692297,80.64259611,Non-Holiday,FALSE,General Urban,Malwatta,LK2130140,12099,142.2
drugs,panideniya bus stand,11.09.2023,M,sinhala,54,19:43,Rainy,7.253088515,80.59127971,Non-Holiday,FALSE,Commercial,Penideniya,LK2139135,16411,461.4
stabbing,katukale,11.09.2023,F,Sinhala,57,22:06,Rainy,7.288643152,80.62731682,Non-Holiday,FALSE,General Urban,Deiyannewela,LK2130150,3143,221.6
theft,dalada maligawa,11.09.2023,M,Muslim,32,22:12,Rainy,7.293651804,80.64105457,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,290.4
burglary,yatinuwara street,13.09.2023,M,Sinhala,39,8:39,Rainy,7.29374664,80.63452897,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,346.6
burglary,heerassagala junction,14.09.2023,M,Sinhala,62,12:22,Rainy,7.277154212,80.61955163,Non-Holiday,FALSE,Commercial,Mulgampala,LK2130210,13665,491
theft,katugasthota road,15.09.2023,M,Muslim,39,13:31,Cloudy,7.314331278,80.63424515,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,289.6
burglary,william gopallawa lane,15.09.2023,M,Sinhala,33,22:34,Cloudy,7.2911284,80.63388164,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,408.4
stabbing,bogambara prison,16.09.2023,M,Sinhala,34,7:57,Rainy,7.289157008,80.63486434,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,274.5
burglary,colombo street ,16.09.2023,F,Sinhala,50,15:08,Rainy,7.293832402,80.63794572,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,345.9
burglary,central market,16.09.2023,F,Sinhala,35,21:32,Rainy,7.290715489,80.63388916,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,364.3
theft,nuwarawela ampitiya,19.09.2023,M,sinhala,43,9:02,Rainy,7.284736633,80.65018307,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,55.8
theft,hanthane,19.09.2023,M,Sinhala,44,12:46,Rainy,7.268955441,80.63675826,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,539
burglary,wattegama,20.09.2023,F,Sinhala,50,12:23,Rainy,7.349313808,80.68631351,Non-Holiday,FALSE,General Urban,Wattegama North,LK2112075,21578,475.6
burglary,watapuluwa,23.09.2023,M,tamil ,41,15:32,Rainy,7.315653289,80.64410614,Non-Holiday,FALSE,General Urban,Mahaweli Uyana,LK2130040,11727,492
drugs,kandy hospital,23.09.2023,M,Sinhala,37,15:40,Rainy,7.286192663,80.63241734,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,164.5
burglary,bus stand,24.09.2023,M,Sinhala,59,7:58,Rainy,7.30247049,80.63506574,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,132
theft,highschool,24.09.2023,foreign couple,sinhala,53,8:17,Rainy,7.291744571,80.63372215,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,380.2
theft,amaya hotel,24.09.2023,M,sinhala,44,9:40,Rainy,7.274318539,80.61102835,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,397.2
